"","ime","leto","stevilo","spol"
"10311","Andre",2011,7,"moski"
"10312","Andy",2011,14,"moski"
"10313","Anei",2011,7,"moski"
"10314","Anej",2011,1306,"moski"
"10315","Anel",2011,271,"moski"
"10316","Anes",2011,115,"moski"
"10317","Angel",2011,173,"moski"
"10318","Angelcho",2011,6,"moski"
"10319","Angelko",2011,5,"moski"
"10320","Angelo",2011,35,"moski"
"10321","Angjelko",2011,6,"moski"
"10322","Anid",2011,11,"moski"
"10323","Anis",2011,64,"moski"
"10324","Antal",2011,8,"moski"
"10325","Ante",2011,232,"moski"
"10326","Anto",2011,277,"moski"
"10327","Anton",2011,20875,"moski"
"10328","Anton Alojz",2011,8,"moski"
"10329","Anton Alojzij",2011,8,"moski"
"10330","Anton Andrej",2011,10,"moski"
"10331","Anton Franc",2011,17,"moski"
"10332","Anton Ivan",2011,9,"moski"
"10333","Anton Janez",2011,11,"moski"
"10334","Anton Joze",2011,5,"moski"
"10335","Anton Jozef",2011,14,"moski"
"10336","Anton Marijan",2011,11,"moski"
"10337","Anton Marjan",2011,11,"moski"
"10338","Anton Marko",2011,5,"moski"
"10339","Anton Martin",2011,16,"moski"
"10340","Anton Mihael",2011,7,"moski"
"10341","Anton Pavel",2011,7,"moski"
"10342","Anton Peter",2011,6,"moski"
"10343","Anton Stanislav",2011,7,"moski"
"10344","Anton Zvonimir",2011,5,"moski"
"10345","Anton Zvonko",2011,26,"moski"
"10346","Antonije",2011,6,"moski"
"10347","Antonijo",2011,25,"moski"
"10348","Antonin",2011,6,"moski"
"10349","Antonio",2011,169,"moski"
"10350","Antun",2011,483,"moski"
"10351","Anze",2011,4382,"moski"
"10352","Anzej",2011,91,"moski"
"10353","Andelko",2011,88,"moski"
"10354","Andelo",2011,21,"moski"
"10355","Arben",2011,125,"moski"
"10356","Arber",2011,23,"moski"
"10357","Arbnor",2011,15,"moski"
"10358","Ardi",2011,10,"moski"
"10359","Ardian",2011,55,"moski"
"10360","Ardijan",2011,13,"moski"
"10361","Ardit",2011,29,"moski"
"10362","Argjend",2011,9,"moski"
"10363","Argjent",2011,8,"moski"
"10364","Arian",2011,62,"moski"
"10365","Arianit",2011,8,"moski"
"10366","Arif",2011,206,"moski"
"10367","Arijan",2011,35,"moski"
"10368","Aris",2011,11,"moski"
"10369","Arjan",2011,21,"moski"
"10370","Arjanit",2011,8,"moski"
"10371","Arlind",2011,38,"moski"
"10372","Arman",2011,16,"moski"
"10373","Armand",2011,20,"moski"
"10374","Armando",2011,104,"moski"
"10375","Armel",2011,8,"moski"
"10376","Armen",2011,11,"moski"
"10377","Armend",2011,47,"moski"
"10378","Arment",2011,6,"moski"
"10379","Armin",2011,425,"moski"
"10380","Arne",2011,150,"moski"
"10381","Arnej",2011,10,"moski"
"10382","Arnel",2011,83,"moski"
"10383","Arnes",2011,74,"moski"
"10384","Arno",2011,8,"moski"
"10385","Arnold",2011,18,"moski"
"10386","Aron",2011,43,"moski"
"10387","Arpad",2011,59,"moski"
"10388","Arsen",2011,39,"moski"
"10389","Arsenije",2011,7,"moski"
"10390","Arsim",2011,61,"moski"
"10391","Arslan",2011,12,"moski"
"10392","Art",2011,10,"moski"
"10393","Artan",2011,38,"moski"
"10394","Arthur",2011,5,"moski"
"10395","Arti",2011,6,"moski"
"10396","Arton",2011,53,"moski"
"10397","Artur",2011,78,"moski"
"10398","Asad",2011,7,"moski"
"10399","Asan",2011,19,"moski"
"10400","Asif",2011,16,"moski"
"10401","Asim",2011,388,"moski"
"10402","Aslan",2011,8,"moski"
"10403","Asllan",2011,21,"moski"
"10404","Asmir",2011,313,"moski"
"10405","Astrit",2011,31,"moski"
"10406","Asim",2011,8,"moski"
"10407","Atanas",2011,25,"moski"
"10408","Atif",2011,57,"moski"
"10409","Atila",2011,16,"moski"
"10410","Atilij",2011,7,"moski"
"10411","Atilio",2011,6,"moski"
"10412","Attila",2011,24,"moski"
"10413","August",2011,53,"moski"
"10414","Augustin",2011,41,"moski"
"10415","Augustin",2011,27,"moski"
"10416","Aurelio",2011,7,"moski"
"10417","Avdi",2011,30,"moski"
"10418","Avdija",2011,24,"moski"
"10419","Avdo",2011,101,"moski"
"10420","Avdula",2011,6,"moski"
"10421","Avdulah",2011,21,"moski"
"10422","Avdulla",2011,8,"moski"
"10423","Avdullah",2011,20,"moski"
"10424","Avdyl",2011,31,"moski"
"10425","Avgust",2011,1027,"moski"
"10426","Avgustin",2011,28,"moski"
"10427","Avgustin",2011,654,"moski"
"10428","Avni",2011,92,"moski"
"10429","Avrelij",2011,12,"moski"
"10430","Azem",2011,78,"moski"
"10431","Azim",2011,15,"moski"
"10432","Aziz",2011,110,"moski"
"10433","Azmir",2011,14,"moski"
"10434","Azrudin",2011,7,"moski"
"10435","Azbe",2011,293,"moski"
"10436","Aydin",2011,6,"moski"
"10437","Adul",2011,5,"moski"
"10438","Bafti",2011,15,"moski"
"10439","Bahri",2011,11,"moski"
"10440","Bahrija",2011,28,"moski"
"10441","Bahrudin",2011,27,"moski"
"10442","Bajram",2011,151,"moski"
"10443","Bajro",2011,126,"moski"
"10444","Bajrush",2011,7,"moski"
"10445","Baki",2011,19,"moski"
"10446","Bakir",2011,11,"moski"
"10447","Baldomir",2011,5,"moski"
"10448","Baltazar",2011,15,"moski"
"10449","Balazs",2011,5,"moski"
"10450","Bane",2011,6,"moski"
"10451","Bare",2011,13,"moski"
"10452","Bart",2011,10,"moski"
"10453","Bartol",2011,6,"moski"
"10454","Bartolomej",2011,5,"moski"
"10455","Bashkim",2011,64,"moski"
"10456","Basri",2011,15,"moski"
"10457","Bastian",2011,33,"moski"
"10458","Baskim",2011,17,"moski"
"10459","Bazilij",2011,7,"moski"
"10460","Bedri",2011,45,"moski"
"10461","Began",2011,11,"moski"
"10462","Bego",2011,54,"moski"
"10463","Behadin",2011,5,"moski"
"10464","Behar",2011,26,"moski"
"10465","Behxhet",2011,7,"moski"
"10466","Bejadin",2011,6,"moski"
"10467","Bejtula",2011,8,"moski"
"10468","Bekim",2011,141,"moski"
"10469","Bekir",2011,32,"moski"
"10470","Bekri",2011,5,"moski"
"10471","Bela",2011,128,"moski"
"10472","Belmin",2011,54,"moski"
"10473","Ben",2011,34,"moski"
"10474","Benedikt",2011,82,"moski"
"10475","Beni",2011,8,"moski"
"10476","Benito",2011,10,"moski"
"10477","Benjamin",2011,2274,"moski"
"10478","Beno",2011,456,"moski"
"10479","Berat",2011,32,"moski"
"10480","Berin",2011,9,"moski"
"10481","Berislav",2011,27,"moski"
"10482","Beriz",2011,6,"moski"
"10483","Bernad",2011,6,"moski"
"10484","Bernard",2011,794,"moski"
"10485","Bernardo",2011,18,"moski"
"10486","Bernd",2011,5,"moski"
"10487","Bert",2011,27,"moski"
"10488","Berti",2011,9,"moski"
"10489","Berto",2011,31,"moski"
"10490","Bertold",2011,5,"moski"
"10491","Berzat",2011,5,"moski"
"10492","Besar",2011,10,"moski"
"10493","Besart",2011,20,"moski"
"10494","Besim",2011,211,"moski"
"10495","Besir",2011,13,"moski"
"10496","Besmir",2011,20,"moski"
"10497","Besnik",2011,80,"moski"
"10498","Besir",2011,20,"moski"
"10499","Betim",2011,13,"moski"
"10500","Bexhet",2011,7,"moski"
"10501","Becir",2011,61,"moski"
"10502","Beqir",2011,24,"moski"
"10503","Beco",2011,14,"moski"
"10504","Bian",2011,12,"moski"
"10505","Bilal",2011,29,"moski"
"10506","Binak",2011,11,"moski"
"10507","Bine",2011,297,"moski"
"10508","Bislim",2011,12,"moski"
"10509","Blago",2011,7,"moski"
"10510","Blagoj",2011,37,"moski"
"10511","Blagoja",2011,38,"moski"
"10512","Blagojcho",2011,6,"moski"
"10513","Blagojco",2011,9,"moski"
"10514","Blagoje",2011,68,"moski"
"10515","Blagomir",2011,5,"moski"
"10516","Blasko",2011,12,"moski"
"10517","Blazhe",2011,7,"moski"
"10518","Blaz",2011,6674,"moski"
"10519","Blaze",2011,20,"moski"
"10520","Blazenko",2011,11,"moski"
"10521","Blazo",2011,26,"moski"
"10522","Bledar",2011,9,"moski"
"10523","Blendi",2011,7,"moski"
"10524","Blerim",2011,83,"moski"
"10525","Bleron",2011,11,"moski"
"10526","Blerton",2011,6,"moski"
"10527","Boban",2011,119,"moski"
"10528","Bobi",2011,7,"moski"
"10529","Bogdan",2011,2365,"moski"
"10530","Bogo",2011,42,"moski"
"10531","Bogoljub",2011,98,"moski"
"10532","Bogomil",2011,188,"moski"
"10533","Bogomir",2011,1256,"moski"
"10534","Bogomir Mirko",2011,5,"moski"
"10535","Bogosav",2011,8,"moski"
"10536","Bogoslav",2011,35,"moski"
"10537","Bogumil",2011,5,"moski"
"10538","Bojan",2011,10544,"moski"
"10539","Bojan Anton",2011,5,"moski"
"10540","Bojan Franc",2011,5,"moski"
"10541","Bojko",2011,7,"moski"
"10542","Boleslav",2011,20,"moski"
"10543","Bolfenk",2011,6,"moski"
"10544","Boltezar",2011,10,"moski"
"10545","Bono",2011,14,"moski"
"10546","Bor",2011,753,"moski"
"10547","Bora",2011,14,"moski"
"10548","Boran",2011,5,"moski"
"10549","Borche",2011,20,"moski"
"10550","Borce",2011,18,"moski"
"10551","Borco",2011,8,"moski"
"10552","Bore",2011,38,"moski"
"10553","Boris",2011,8408,"moski"
"10554","Boris Andrej",2011,6,"moski"
"10555","Boris Franc",2011,5,"moski"
"10556","Boris Ivan",2011,5,"moski"
"10557","Boris Janez",2011,6,"moski"
"10558","Boris Jozef",2011,9,"moski"
"10559","Borisav",2011,13,"moski"
"10560","Borislav",2011,395,"moski"
"10561","Borisa",2011,6,"moski"
"10562","Borivoj",2011,57,"moski"
"10563","Borivoje",2011,43,"moski"
"10564","Borja",2011,14,"moski"
"10565","Borjan",2011,8,"moski"
"10566","Borko",2011,66,"moski"
"10567","Borna",2011,17,"moski"
"10568","Boro",2011,249,"moski"
"10569","Borut",2011,4386,"moski"
"10570","Bosiljko",2011,7,"moski"
"10571","Bosko",2011,275,"moski"
"10572","Bostijan",2011,9,"moski"
"10573","Bostjan",2011,10006,"moski"
"10574","Bozidar",2011,1758,"moski"
"10575","Bozidar Darko",2011,7,"moski"
"10576","Bozidar Jozef",2011,5,"moski"
"10577","Bozislav",2011,5,"moski"
"10578","Bozo",2011,706,"moski"
"10579","Braco",2011,37,"moski"
"10580","Brahim",2011,30,"moski"
"10581","Braim",2011,6,"moski"
"10582","Brajan",2011,5,"moski"
"10583","Brane",2011,187,"moski"
"10584","Branimir",2011,516,"moski"
"10585","Branislav",2011,654,"moski"
"10586","Branivoj",2011,15,"moski"
"10587","Branivoje",2011,5,"moski"
"10588","Branko",2011,11144,"moski"
"10589","Branko Franc",2011,29,"moski"
"10590","Branko Francisek",2011,9,"moski"
"10591","Brano",2011,16,"moski"
"10592","Bratislav",2011,48,"moski"
"10593","Bratko",2011,5,"moski"
"10594","Brendon",2011,10,"moski"
"10595","Brian",2011,10,"moski"
"10596","Brin",2011,167,"moski"
"10597","Bronislav",2011,17,"moski"
"10598","Bruno",2011,850,"moski"
"10599","Budimir",2011,51,"moski"
"10600","Bujamin",2011,7,"moski"
"10601","Bujar",2011,64,"moski"
"10602","Burhan",2011,8,"moski"
"10603","Burim",2011,87,"moski"
"10604","Cane",2011,10,"moski"
"10605","Carlo",2011,16,"moski"
"10606","Carlos",2011,6,"moski"
"10607","Celestin",2011,22,"moski"
"10608","Cene",2011,75,"moski"
"10609","Chris",2011,31,"moski"
"10610","Christian",2011,125,"moski"
"10611","Christopher",2011,13,"moski"
"10612","Ciril",2011,2101,"moski"
"10613","Ciril Metod",2011,24,"moski"
"10614","Claudio",2011,50,"moski"
"10615","Clirim",2011,8,"moski"
"10616","Cris",2011,5,"moski"
"10617","Cristian",2011,24,"moski"
"10618","Cvetan",2011,13,"moski"
"10619","Cvetko",2011,747,"moski"
"10620","Cveto",2011,116,"moski"
"10621","Cvijan",2011,16,"moski"
"10622","Cvijetin",2011,49,"moski"
"10623","Cvijo",2011,9,"moski"
"10624","Cviko",2011,10,"moski"
"10625","Cvjetko",2011,34,"moski"
"10626","Caba",2011,5,"moski"
"10627","Camil",2011,5,"moski"
"10628","Caslav",2011,24,"moski"
"10629","Cazim",2011,12,"moski"
"10630","Cedo",2011,137,"moski"
"10631","Cedomil",2011,5,"moski"
"10632","Cedomir",2011,125,"moski"
"10633","Crt",2011,335,"moski"
"10634","Crtomir",2011,222,"moski"
"10635","Dado",2011,14,"moski"
"10636","Dag",2011,6,"moski"
"10637","Dagmar",2011,6,"moski"
"10638","Dajan",2011,6,"moski"
"10639","Dako",2011,13,"moski"
"10640","Dali",2011,8,"moski"
"10641","Dalibor",2011,676,"moski"
"10642","Dalimir",2011,5,"moski"
"10643","Dalip",2011,12,"moski"
"10644","Dame",2011,5,"moski"
"10645","Damian",2011,27,"moski"
"10646","Damijan",2011,1802,"moski"
"10647","Damir",2011,1799,"moski"
"10648","Damjan",2011,4357,"moski"
"10649","Dan",2011,124,"moski"
"10650","Danaj",2011,5,"moski"
"10651","Dane",2011,154,"moski"
"10652","Danej",2011,19,"moski"
"10653","Dani",2011,157,"moski"
"10654","Daniel",2011,1680,"moski"
"10655","Daniele",2011,16,"moski"
"10656","Daniil",2011,5,"moski"
"10657","Danijel",2011,3763,"moski"
"10658","Danilo",2011,2546,"moski"
"10659","Danimir",2011,16,"moski"
"10660","Danis",2011,10,"moski"
"10661","Danislav",2011,7,"moski"
"10662","Danjel",2011,137,"moski"
"10663","Danko",2011,68,"moski"
"10664","Dano",2011,5,"moski"
"10665","Dante",2011,12,"moski"
"10666","Dardan",2011,24,"moski"
"10667","Dare",2011,22,"moski"
"10668","Darian",2011,19,"moski"
"10669","Darij",2011,126,"moski"
"10670","Darijan",2011,121,"moski"
"10671","Darijo",2011,130,"moski"
"10672","Darin",2011,18,"moski"
"10673","Darinko",2011,43,"moski"
"10674","Darino",2011,5,"moski"
"10675","Dario",2011,393,"moski"
"10676","Daris",2011,29,"moski"
"10677","Darjan",2011,386,"moski"
"10678","Darjo",2011,251,"moski"
"10679","Darko",2011,6213,"moski"
"10680","Daroslav",2011,8,"moski"
"10681","Darvin",2011,9,"moski"
"10682","Dashmir",2011,6,"moski"
"10683","Dashnor",2011,6,"moski"
"10684","Dasmir",2011,8,"moski"
"10685","Daso",2011,7,"moski"
"10686","Daut",2011,26,"moski"
"10687","David",2011,7638,"moski"
"10688","David John",2011,5,"moski"
"10689","David Peter",2011,5,"moski"
"10690","Davide",2011,18,"moski"
"10691","Davor",2011,1229,"moski"
"10692","Davorin",2011,1451,"moski"
"10693","Davorin Martin",2011,5,"moski"
"10694","Davud",2011,20,"moski"
"10695","Dean",2011,639,"moski"
"10696","Dedo",2011,15,"moski"
"10697","Deen",2011,8,"moski"
"10698","Defrim",2011,10,"moski"
"10699","Dejan",2011,8008,"moski"
"10700","Dejvi",2011,10,"moski"
"10701","Dejvid",2011,52,"moski"
"10702","Dejvis",2011,5,"moski"
"10703","Demetrij",2011,19,"moski"
"10704","Demian",2011,10,"moski"
"10705","Demir",2011,66,"moski"
"10706","Demirel",2011,7,"moski"
"10707","Demis",2011,9,"moski"
"10708","Demis",2011,5,"moski"
"10709","Demitrij",2011,14,"moski"
"10710","Demus",2011,5,"moski"
"10711","Den",2011,16,"moski"
"10712","Deni",2011,116,"moski"
"10713","Denijal",2011,9,"moski"
"10714","Denis",2011,5117,"moski"
"10715","Deniz",2011,7,"moski"
"10716","Dennis",2011,36,"moski"
"10717","Deny",2011,6,"moski"
"10718","Denys",2011,6,"moski"
"10719","Dervis",2011,71,"moski"
"10720","Dervo",2011,5,"moski"
"10721","Desimir",2011,49,"moski"
"10722","Destan",2011,9,"moski"
"10723","Devid",2011,12,"moski"
"10724","Devis",2011,9,"moski"
"10725","Dezider",2011,39,"moski"
"10726","Deziderij",2011,23,"moski"
"10727","Deyan",2011,5,"moski"
"10728","Diar",2011,5,"moski"
"10729","Dibran",2011,9,"moski"
"10730","Diego",2011,54,"moski"
"10731","Dieter",2011,7,"moski"
"10732","Dijego",2011,7,"moski"
"10733","Diko",2011,6,"moski"
"10734","Dilaver",2011,6,"moski"
"10735","Dimche",2011,9,"moski"
"10736","Dimce",2011,13,"moski"
"10737","Dime",2011,6,"moski"
"10738","Dimitar",2011,34,"moski"
"10739","Dimitri",2011,15,"moski"
"10740","Dimitrij",2011,334,"moski"
"10741","Dimitrija",2011,19,"moski"
"10742","Dimitrije",2011,64,"moski"
"10743","Din",2011,106,"moski"
"10744","Dine",2011,5,"moski"
"10745","Dinko",2011,58,"moski"
"10746","Dino",2011,444,"moski"
"10747","Dion",2011,15,"moski"
"10748","Dionis",2011,5,"moski"
"10749","Dionizij",2011,16,"moski"
"10750","Djafer",2011,6,"moski"
"10751","Djego",2011,7,"moski"
"10752","Djemal",2011,12,"moski"
"10753","Djerdj",2011,5,"moski"
"10754","Djevad",2011,19,"moski"
"10755","Djevat",2011,7,"moski"
"10756","Djevdet",2011,5,"moski"
"10757","Djoka",2011,8,"moski"
"10758","Djoko",2011,10,"moski"
"10759","Djordje",2011,82,"moski"
"10760","Djordjo",2011,40,"moski"
"10761","Djura",2011,8,"moski"
"10762","Djuradj",2011,28,"moski"
"10763","Djuro",2011,87,"moski"
"10764","Dmitar",2011,15,"moski"
"10765","Dmitrij",2011,5,"moski"
"10766","Dmitry",2011,5,"moski"
"10767","Dmytro",2011,6,"moski"
"10768","Dobran",2011,5,"moski"
"10769","Dobre",2011,20,"moski"
"10770","Dobri",2011,7,"moski"
"10771","Dobrica",2011,12,"moski"
"10772","Dobrinko",2011,8,"moski"
"10773","Dobrivoj",2011,15,"moski"
"10774","Dobrivoje",2011,56,"moski"
"10775","Dobromir",2011,5,"moski"
"10776","Dobrosav",2011,12,"moski"
"10777","Dobroslav",2011,6,"moski"
"10778","Dojcin",2011,9,"moski"
"10779","Dolfe",2011,5,"moski"
"10780","Domagoj",2011,20,"moski"
"10781","Domen",2011,3454,"moski"
"10782","Domenico",2011,5,"moski"
"10783","Domin",2011,11,"moski"
"10784","Dominik",2011,1647,"moski"
"10785","Dominko",2011,14,"moski"
"10786","Don",2011,18,"moski"
"10787","Donald",2011,16,"moski"
"10788","Donat",2011,8,"moski"
"10789","Done",2011,6,"moski"
"10790","Donovan",2011,7,"moski"
"10791","Dore",2011,6,"moski"
"10792","Dorian",2011,95,"moski"
"10793","Dorijan",2011,42,"moski"
"10794","Dorjan",2011,40,"moski"
"10795","Dorjano",2011,8,"moski"
"10796","Dorko",2011,5,"moski"
"10797","Dorotej",2011,21,"moski"
"10798","Dragan",2011,2383,"moski"
"10799","Drage",2011,7,"moski"
"10800","Dragec",2011,7,"moski"
"10801","Dragi",2011,60,"moski"
"10802","Dragisa",2011,150,"moski"
"10803","Dragic",2011,16,"moski"
"10804","Drago",2011,6079,"moski"
"10805","Drago Franc",2011,6,"moski"
"10806","Drago Karel",2011,8,"moski"
"10807","Drago Karl",2011,6,"moski"
"10808","Dragoja",2011,23,"moski"
"10809","Dragoje",2011,11,"moski"
"10810","Dragoljub",2011,249,"moski"
"10811","Dragomil",2011,17,"moski"
"10812","Dragomir",2011,378,"moski"
"10813","Dragorad",2011,6,"moski"
"10814","Dragoslav",2011,206,"moski"
"10815","Dragos",2011,6,"moski"
"10816","Dragotin",2011,231,"moski"
"10817","Dragovan",2011,5,"moski"
"10818","Dragutin",2011,700,"moski"
"10819","Drasko",2011,62,"moski"
"10820","Drazan",2011,13,"moski"
"10821","Drazen",2011,260,"moski"
"10822","Drazenko",2011,66,"moski"
"10823","Drejc",2011,104,"moski"
"10824","Dren",2011,12,"moski"
"10825","Drilon",2011,17,"moski"
"10826","Driton",2011,76,"moski"
"10827","Dubravko",2011,58,"moski"
"10828","Durim",2011,12,"moski"
"10829","Dursum",2011,26,"moski"
"10830","Dushko",2011,9,"moski"
"10831","Dusan",2011,8318,"moski"
"10832","Dusan Anton",2011,6,"moski"
"10833","Dusan Franc",2011,15,"moski"
"10834","Dusan Janez",2011,6,"moski"
"10835","Dusan Stanislav",2011,5,"moski"
"10836","Dusko",2011,470,"moski"
"10837","Dzabir",2011,5,"moski"
"10838","Dzafer",2011,29,"moski"
"10839","Dzan",2011,11,"moski"
"10840","Dzanan",2011,6,"moski"
"10841","Dzavid",2011,8,"moski"
"10842","Dzavit",2011,7,"moski"
"10843","Dzeladin",2011,5,"moski"
"10844","Dzelal",2011,8,"moski"
"10845","Dzemail",2011,18,"moski"
"10846","Dzemal",2011,135,"moski"
"10847","Dzemil",2011,25,"moski"
"10848","Dzemo",2011,14,"moski"
"10849","Dzenan",2011,24,"moski"
"10850","Dzenis",2011,11,"moski"
"10851","Dzevad",2011,298,"moski"
"10852","Dzevair",2011,9,"moski"
"10853","Dzevat",2011,15,"moski"
"10854","Dzevdet",2011,18,"moski"
"10855","Dzoni",2011,11,"moski"
"10856","Dzordze",2011,5,"moski"
"10857","Daniel",2011,5,"moski"
"10858","Ecij",2011,7,"moski"
"10859","Ecijo",2011,9,"moski"
"10860","Ecio",2011,19,"moski"
"10861","Edbin",2011,13,"moski"
"10862","Edgar",2011,6,"moski"
"10863","Edham",2011,17,"moski"
"10864","Edhem",2011,62,"moski"
"10865","Edi",2011,614,"moski"
"10866","Edib",2011,14,"moski"
"10867","Edin",2011,885,"moski"
"10868","Edip",2011,9,"moski"
"10869","Edis",2011,277,"moski"
"10870","Edison",2011,20,"moski"
"10871","Edit",2011,5,"moski"
"10872","Edmir",2011,12,"moski"
"10873","Edmond",2011,51,"moski"
"10874","Edmund",2011,49,"moski"
"10875","Edo",2011,269,"moski"
"10876","Edoardo",2011,5,"moski"
"10877","Edon",2011,18,"moski"
"10878","Edonis",2011,5,"moski"
"10879","Eduard",2011,111,"moski"
"10880","Edvard",2011,2601,"moski"
"10881","Edvin",2011,389,"moski"
"10882","Edward",2011,6,"moski"
"10883","Edwin",2011,5,"moski"
"10884","Eftim",2011,5,"moski"
"10885","Egidij",2011,114,"moski"
"10886","Egidio",2011,14,"moski"
"10887","Egon",2011,389,"moski"
"10888","Egzon",2011,48,"moski"
"10889","Ejub",2011,45,"moski"
"10890","Ejup",2011,14,"moski"
"10891","Ekrem",2011,211,"moski"
"10892","Elbasan",2011,12,"moski"
"10893","Eldar",2011,27,"moski"
"10894","Eldin",2011,139,"moski"
"10895","Eldis",2011,13,"moski"
"10896","Elek",2011,14,"moski"
"10897","Elemer",2011,14,"moski"
"10898","Elemir",2011,13,"moski"
"10899","Elez",2011,16,"moski"
"10900","Elfat",2011,8,"moski"
"10901","Elhan",2011,6,"moski"
"10902","Elian",2011,5,"moski"
"10903","Elias",2011,18,"moski"
"10904","Elija",2011,19,"moski"
"10905","Elijo",2011,9,"moski"
"10906","Elio",2011,32,"moski"
"10907","Elis",2011,14,"moski"
"10908","Eljo",2011,12,"moski"
"10909","Elko",2011,16,"moski"
"10910","Elmar",2011,5,"moski"
"10911","Elmas",2011,7,"moski"
"10912","Elmaz",2011,5,"moski"
"10913","Elmedin",2011,54,"moski"
"10914","Elmi",2011,19,"moski"
"10915","Elmin",2011,51,"moski"
"10916","Elmir",2011,68,"moski"
"10917","Elton",2011,8,"moski"
"10918","Elvedin",2011,170,"moski"
"10919","Elver",2011,7,"moski"
"10920","Elvin",2011,53,"moski"
"10921","Elvino",2011,8,"moski"
"10922","Elvio",2011,8,"moski"
"10923","Elvir",2011,425,"moski"
"10924","Elvis",2011,1051,"moski"
"10925","Eman",2011,32,"moski"
"10926","Emanuel",2011,209,"moski"
"10927","Emanuele",2011,5,"moski"
"10928","Emerik",2011,57,"moski"
"10929","Emil",2011,2208,"moski"
"10930","Emil Jozef",2011,5,"moski"
"10931","Emil Milan",2011,17,"moski"
"10932","Emilij",2011,8,"moski"
"10933","Emilijan",2011,138,"moski"
"10934","Emilijan Milan",2011,6,"moski"
"10935","Emilijo",2011,5,"moski"
"10936","Emilio",2011,16,"moski"
"10937","Emiljan",2011,21,"moski"
"10938","Emin",2011,195,"moski"
"10939","Emir",2011,547,"moski"
"10940","Emra",2011,5,"moski"
"10941","Emrah",2011,43,"moski"
"10942","Emran",2011,10,"moski"
"10943","Emre",2011,5,"moski"
"10944","Emsad",2011,35,"moski"
"10945","Emsud",2011,63,"moski"
"10946","Emsudin",2011,5,"moski"
"10947","Enam",2011,5,"moski"
"10948","Enco",2011,7,"moski"
"10949","Endi",2011,25,"moski"
"10950","Endis",2011,11,"moski"
"10951","Endre",2011,8,"moski"
"10952","Endrit",2011,31,"moski"
"10953","Enei",2011,10,"moski"
"10954","Enej",2011,737,"moski"
"10955","Enes",2011,474,"moski"
"10956","Enez",2011,5,"moski"
"10957","Engelbert",2011,60,"moski"
"10958","Enid",2011,6,"moski"
"10959","Enis",2011,153,"moski"
"10960","Eniz",2011,52,"moski"
"10961","Enrico",2011,9,"moski"
"10962","Enriko",2011,7,"moski"
"10963","Ensad",2011,13,"moski"
"10964","Ensar",2011,21,"moski"
"10965","Enver",2011,314,"moski"
"10966","Enzo",2011,10,"moski"
"10967","Erazem",2011,228,"moski"
"10968","Erduan",2011,8,"moski"
